,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,year,room_total,month
397,2014-06-23,365000.0,4,2,1940,25600,1,8,2014,6,6
398,2014-06-19,378750.0,3,2,2160,3000,1,7,2014,5,6
399,2014-06-19,269900.0,4,1,1530,8750,1,7,2014,5,6
400,2015-03-06,557000.0,3,3,1710,2096,2,8,2015,6,3
401,2014-08-25,360000.0,4,1,3730,16980,1,7,2014,5,8
402,2015-04-22,352000.0,2,1,940,5000,1,7,2015,3,4
403,2015-02-24,437000.0,3,2,1750,22357,2,8,2015,5,2
404,2014-06-18,322500.0,4,2,1820,6753,2,7,2014,6,6
405,2014-09-12,650000.0,3,3,1510,2000,2,9,2014,6,9
406,2014-08-06,450000.0,3,2,1290,1213,3,8,2014,5,8
407,2015-04-17,278500.0,3,2,1570,5250,1,7,2015,5,4
408,2015-04-27,364950.0,4,2,1930,6957,2,8,2015,6,4
409,2014-09-11,840000.0,4,3,2840,40139,1,10,2014,7,9
410,2015-03-18,268000.0,3,2,1550,8134,2,7,2015,5,3
411,2014-07-16,517534.0,2,1,833,143947,1,5,2014,3,7
412,2014-11-04,632925.0,3,2,2990,32239,2,8,2014,5,11
413,2014-07-23,577500.0,3,2,2000,7251,2,9,2014,5,7
414,2015-02-12,339000.0,4,1,2390,7480,1,7,2015,5,2
415,2014-09-09,570000.0,3,1,2910,37461,1,7,2014,4,9
416,2014-06-26,563500.0,4,1,2085,174240,1,7,2014,5,6
417,2015-01-05,423000.0,4,2,2200,9351,1,7,2015,6,1
418,2014-12-23,355000.0,3,2,1860,5028,2,8,2014,5,12
419,2014-07-10,1550000.0,5,4,6070,171626,2,12,2014,9,7
420,2014-12-03,482000.0,2,1,950,3960,1,7,2014,3,12
421,2014-07-30,625000.0,3,1,1600,9135,1,7,2014,4,7
422,2014-12-19,538000.0,3,2,2250,11632,2,8,2014,5,12
423,2015-01-07,380000.0,3,2,2280,10255,2,8,2015,5,1
424,2014-07-17,375000.0,2,1,940,5120,1,7,2014,3,7
425,2015-04-03,245000.0,3,2,1530,8500,1,7,2015,5,4
426,2014-11-14,310000.0,5,1,2190,27260,1,7,2014,6,11
427,2015-02-25,1300000.0,3,2,2350,15021,1,8,2015,5,2
428,2014-05-06,397000.0,4,2,1440,7680,1,7,2014,6,5
429,2015-05-12,365000.0,3,2,2200,4052,2,8,2015,5,5
430,2014-10-28,328500.0,4,3,2290,8250,2,9,2014,7,10
431,2014-09-08,988000.0,4,3,4040,19700,2,11,2014,7,9
432,2014-07-22,1000000.0,4,2,2610,3277,1,8,2014,6,7
433,2014-09-03,237000.0,3,2,1490,2138,2,7,2014,5,9
434,2014-09-19,525000.0,4,2,2450,5280,2,8,2014,6,9
435,2014-09-16,749000.0,4,2,1710,9627,1,9,2014,6,9
436,2014-08-21,722500.0,5,2,4870,11800,2,10,2014,7,8
437,2015-03-12,843000.0,3,2,3130,8750,2,10,2015,5,3
438,2014-07-08,438000.0,2,2,1270,1372,3,8,2014,4,7
439,2014-09-16,578000.0,3,1,2120,10875,1,8,2014,4,9
440,2014-09-23,227950.0,3,1,1670,8230,1,7,2014,4,9
441,2014-07-22,196000.0,3,2,2070,11576,2,7,2014,5,7
442,2014-07-15,641000.0,2,1,1420,5332,1,8,2014,3,7
443,2015-04-22,350000.0,3,1,1250,219978,1,6,2015,4,4
444,2014-08-19,205000.0,3,1,940,7980,1,7,2014,4,8
445,2014-12-02,400000.0,3,1,1920,9102,1,7,2014,4,12
446,2014-11-10,1030000.0,3,2,3545,9816,1,10,2014,5,11
447,2015-03-19,505000.0,3,2,1260,5460,1,7,2015,5,3
448,2014-10-09,475000.0,5,2,2340,7200,1,7,2014,7,10
449,2014-11-05,520000.0,3,2,2590,9263,1,8,2014,5,11
450,2015-05-02,1450000.0,3,4,3970,24920,2,10,2015,7,5
451,2014-12-31,333500.0,3,1,1220,9732,1,7,2014,4,12
452,2015-02-22,232000.0,3,1,1400,10403,1,6,2015,4,2
453,2015-04-21,691100.0,3,2,2360,16117,1,8,2015,5,4
454,2014-10-14,811000.0,3,1,1870,9897,1,8,2014,4,10
455,2014-05-20,551000.0,3,2,2830,5802,2,9,2014,5,5
456,2015-01-08,496500.0,3,2,2260,3640,2,8,2015,5,1
457,2014-11-26,705000.0,3,3,1970,20978,2,9,2014,6,11
458,2014-06-12,578000.0,4,2,3140,9225,1,9,2014,6,6
459,2015-01-28,255000.0,3,1,1240,8659,1,7,2015,4,1
460,2014-06-26,1050000.0,4,3,3450,7832,2,10,2014,7,6
461,2015-03-05,348000.0,3,2,2570,8491,2,8,2015,5,3
462,2014-11-04,230000.0,3,2,1510,3413,2,7,2014,5,11
463,2014-12-09,359500.0,4,2,2390,11250,2,9,2014,6,12
464,2014-11-12,330000.0,3,1,980,7000,1,6,2014,4,11
465,2014-05-23,80000.0,1,0,430,5050,1,4,2014,1,5
466,2014-12-01,465000.0,3,1,1480,6360,1,7,2014,4,12
467,2014-10-15,325000.0,4,2,1850,7324,2,8,2014,6,10
468,2015-01-07,340500.0,3,2,2270,28025,1,7,2015,5,1
469,2015-01-06,342500.0,3,2,1810,5192,2,8,2015,5,1
470,2014-06-23,290900.0,2,2,1610,17600,2,6,2014,4,6
471,2015-02-13,868700.0,3,4,3840,6161,2,10,2015,7,2
472,2014-11-13,1199000.0,4,2,4110,8400,2,9,2014,6,11
473,2014-10-14,1150000.0,4,3,4190,10259,2,11,2014,7,10
474,2014-08-11,859900.0,4,2,3390,6298,2,9,2014,6,8
475,2014-08-08,520000.0,4,2,1890,3006,2,7,2014,6,8
476,2014-07-11,460000.0,3,2,1610,2527,2,9,2014,5,7
477,2014-09-01,438924.0,3,1,1050,4590,1,7,2014,4,9
478,2015-04-06,315000.0,2,1,630,6550,1,5,2015,3,4
479,2014-07-18,590000.0,4,2,2910,10650,1,8,2014,6,7
480,2014-11-04,378500.0,4,1,1700,8640,1,7,2014,5,11
481,2014-06-03,328500.0,3,2,1950,8130,2,9,2014,5,6
482,2015-03-25,849950.0,3,3,2990,9773,2,8,2015,6,3
483,2014-10-27,525000.0,3,1,1350,6000,1,7,2014,4,10
484,2015-04-10,1385000.0,4,3,4860,181319,2,9,2015,7,4
485,2015-04-28,295000.0,4,2,2160,7725,1,8,2015,6,4
486,2014-07-11,1067000.0,6,3,4860,11793,2,11,2014,9,7
487,2014-07-21,207950.0,2,2,890,5000,1,6,2014,4,7
488,2014-12-16,699900.0,4,2,2810,7302,2,9,2014,6,12
489,2015-02-10,1280000.0,5,2,3400,9500,2,8,2015,7,2
490,2014-11-20,452000.0,4,1,1580,7350,1,7,2014,5,11
491,2015-02-05,370000.0,3,2,1680,5036,1,7,2015,5,2
492,2015-01-27,232000.0,3,1,1300,11230,1,7,2015,4,1
493,2014-10-30,669950.0,5,2,2820,14062,2,7,2014,7,10
494,2014-06-14,397500.0,3,2,1510,6710,1,7,2014,5,6
495,2014-05-12,490000.0,2,2,1230,1391,2,8,2014,4,5
496,2015-01-28,725000.0,4,2,2110,4140,2,9,2015,6,1
497,2014-09-17,299000.0,3,2,3080,19635,1,7,2014,5,9
498,2014-08-18,625000.0,2,1,1490,5750,1,7,2014,3,8
499,2014-11-06,437500.0,3,2,2120,4500,2,7,2014,5,11
500,2015-05-10,650000.0,4,2,3180,5438,2,9,2015,6,5
501,2014-05-19,475000.0,2,1,1490,3825,1,7,2014,3,5
502,2014-05-02,342000.0,3,2,1930,11947,1,8,2014,5,5
503,2014-10-15,1197350.0,4,2,2770,7800,2,10,2014,6,10
504,2015-02-10,280000.0,3,1,1670,11610,1,7,2015,4,2
505,2014-05-21,240000.0,2,1,1330,7200,1,7,2014,3,5
506,2014-05-27,529000.0,3,1,1210,3328,1,7,2014,4,5
507,2015-02-02,442000.0,3,1,1190,5100,1,7,2015,4,2
508,2014-05-08,615000.0,2,1,1540,6872,1,7,2014,3,5
509,2014-06-12,1485000.0,4,3,4030,10800,2,10,2014,7,6
510,2015-05-05,585000.0,4,1,2430,7559,1,8,2015,5,5
511,2015-03-05,480000.0,4,2,2600,7787,2,8,2015,6,3
512,2014-07-21,1095000.0,5,3,4410,57063,2,9,2014,8,7
513,2014-11-05,290000.0,4,1,1330,8184,1,7,2014,5,11
514,2014-08-20,615000.0,3,1,1900,5000,1,7,2014,4,8
515,2015-03-11,300000.0,2,1,1100,7680,1,7,2015,3,3
516,2014-10-29,308000.0,3,1,1980,39150,1,6,2014,4,10
517,2015-05-07,750000.0,3,2,2400,7745,2,9,2015,5,5
518,2014-11-14,2250000.0,4,2,4760,8036,2,9,2014,6,11
519,2014-08-05,890000.0,4,3,3180,194278,2,10,2014,7,8
520,2015-03-25,288000.0,3,1,1190,7560,1,6,2015,4,3
521,2014-09-06,190000.0,2,1,630,6000,1,6,2014,3,9
522,2015-03-26,515000.0,5,3,2530,5105,1,8,2015,8,3
523,2014-11-05,235000.0,4,1,1690,11054,1,5,2014,5,11
524,2014-08-18,275000.0,2,1,940,5000,1,6,2014,3,8
525,2014-11-21,727500.0,2,2,1240,9119,1,7,2014,4,11
526,2014-06-20,650000.0,4,2,3040,6587,2,7,2014,6,6
527,2014-06-18,1600000.0,6,5,6050,230652,2,11,2014,11,6
528,2014-11-05,365000.0,4,1,1590,7085,1,6,2014,5,11
529,2014-10-08,662000.0,3,1,2500,36947,1,9,2014,4,10
530,2015-04-29,270500.0,3,2,1780,7848,1,7,2015,5,4
531,2015-05-05,200000.0,2,1,1360,1898,2,7,2015,3,5
532,2015-02-24,970000.0,4,3,4740,76230,2,10,2015,7,2
533,2014-06-24,160000.0,3,1,1010,9600,1,7,2014,4,6
534,2015-02-18,204000.0,3,1,1040,7405,1,6,2015,4,2
535,2015-02-18,358000.0,3,2,1610,6655,2,7,2015,5,2
536,2015-05-01,452000.0,4,1,1570,8268,1,7,2015,5,5
537,2014-12-04,595000.0,2,2,1510,4000,1,7,2014,4,12
538,2015-04-10,249000.0,3,2,1360,6082,1,7,2015,5,4
539,2015-03-10,346900.0,4,2,1970,5106,2,8,2015,6,3
540,2015-02-18,2125000.0,3,2,5403,24069,2,12,2015,5,2
541,2014-10-30,280000.0,4,2,1560,4350,2,7,2014,6,10
542,2014-10-13,318888.0,4,1,2320,12000,1,8,2014,5,10
543,2014-09-11,530000.0,3,2,2120,40518,1,8,2014,5,9
544,2014-11-21,375000.0,3,2,2120,18500,2,8,2014,5,11
545,2015-04-22,910000.0,4,2,3350,29242,2,11,2015,6,4
546,2014-05-23,782000.0,4,2,2380,9614,2,10,2014,6,5
547,2015-03-19,259950.0,2,2,1070,649,2,9,2015,4,3
548,2014-09-23,315000.0,4,2,2300,18360,1,7,2014,6,9
549,2014-05-28,215000.0,2,1,1320,8865,1,6,2014,3,5
550,2014-07-23,705000.0,3,1,2180,10221,1,7,2014,4,7
551,2014-10-13,1450000.0,3,3,4380,6320,2,10,2014,6,10
552,2015-05-08,451000.0,3,1,1790,9813,2,7,2015,4,5
553,2014-09-02,261000.0,2,1,750,8125,1,6,2014,3,9
554,2014-11-17,396000.0,3,1,1300,8280,1,7,2014,4,11
555,2014-07-22,725000.0,4,2,2990,29170,2,9,2014,6,7
556,2014-06-20,1950000.0,7,3,4640,15235,2,11,2014,10,6
557,2014-07-15,238000.0,4,1,1400,7242,1,7,2014,5,7
558,2015-04-27,750000.0,6,1,2750,9563,2,8,2015,7,4
559,2014-10-27,331500.0,4,2,2050,10271,2,7,2014,6,10
560,2014-10-28,460000.0,4,3,2230,108900,1,7,2014,7,10
561,2014-07-07,404950.0,4,2,2340,217014,1,8,2014,6,7
562,2014-12-17,880000.0,3,2,2870,5163,2,9,2014,5,12
563,2014-06-13,863000.0,4,2,4120,22370,2,10,2014,6,6
564,2014-12-16,638700.0,3,1,2080,9162,1,7,2014,4,12
565,2014-07-28,435000.0,3,2,1840,5680,2,7,2014,5,7
566,2014-12-31,260000.0,3,1,1180,5350,1,6,2014,4,12
567,2014-08-14,671500.0,5,2,2160,4000,1,7,2014,7,8
568,2014-10-22,610000.0,3,1,1180,3400,1,8,2014,4,10
569,2014-12-18,405000.0,2,0,1160,15029,1,6,2014,2,12
570,2014-07-18,338900.0,4,2,1830,5612,2,7,2014,6,7
571,2015-01-23,720000.0,4,4,3200,7708,2,10,2015,8,1
572,2015-04-24,442000.0,5,3,2560,5445,1,7,2015,8,4
573,2014-06-03,650000.0,5,2,2550,5040,1,8,2014,7,6
574,2015-01-02,263500.0,3,1,1330,9917,1,7,2015,4,1
575,2014-12-17,300000.0,2,1,1220,75794,1,7,2014,3,12
576,2014-12-09,266000.0,3,2,1805,3402,2,7,2014,5,12
577,2014-12-11,930000.0,4,4,6050,84942,2,9,2014,8,12
578,2015-01-27,530000.0,4,2,2320,5493,2,8,2015,6,1
579,2014-12-11,180000.0,3,1,1384,8960,1,6,2014,4,12
580,2014-05-16,619000.0,3,2,2720,6439,2,9,2014,5,5
581,2014-08-21,264000.0,3,1,1820,10608,1,7,2014,4,8
582,2014-07-01,730000.0,2,2,2130,4920,1,7,2014,4,7
583,2014-10-22,439000.0,4,2,2060,10070,2,7,2014,6,10
584,2014-11-17,268500.0,4,1,1420,7500,1,7,2014,5,11
585,2014-07-15,330000.0,3,1,1510,15744,1,7,2014,4,7
586,2014-08-19,640000.0,3,2,2160,4000,1,8,2014,5,8
587,2014-07-08,900000.0,3,2,3180,12600,2,11,2014,5,7
588,2014-09-30,370000.0,3,2,2110,13300,2,8,2014,5,9
589,2015-03-14,685000.0,3,2,2060,2900,1,8,2015,5,3
590,2014-09-04,505000.0,3,1,1830,217800,1,7,2014,4,9
591,2014-10-21,265000.0,3,1,1820,32666,1,7,2014,4,10
592,2015-03-24,290000.0,3,2,1610,2937,2,8,2015,5,3
593,2014-09-02,296000.0,4,2,1780,3600,2,7,2014,6,9
594,2015-02-13,360000.0,4,2,1840,9611,2,7,2015,6,2
595,2014-06-04,240500.0,3,1,1460,10584,1,7,2014,4,6
596,2014-07-22,372500.0,2,2,1400,2958,2,8,2014,4,7
597,2014-10-02,595000.0,3,2,3370,14402,2,9,2014,5,10
598,2014-10-17,515000.0,4,3,3590,8249,2,9,2014,7,10
599,2014-08-05,1220000.0,4,2,3200,15367,2,9,2014,6,8
600,2014-10-09,507000.0,2,1,1670,6460,1,8,2014,3,10
601,2015-02-04,399950.0,4,2,2420,31465,1,9,2015,6,2
602,2014-08-20,185000.0,3,1,1430,10816,2,7,2014,4,8
603,2014-08-25,460000.0,3,1,1440,7070,1,7,2014,4,8
604,2015-02-24,435500.0,3,2,1450,4789,2,7,2015,5,2
605,2015-04-08,469000.0,4,2,3550,13938,1,8,2015,6,4
606,2014-05-05,531000.0,2,3,1270,1175,2,8,2014,5,5
607,2015-02-06,443500.0,2,1,940,6804,1,7,2015,3,2
608,2014-11-26,223000.0,3,2,1670,6824,1,7,2014,5,11
609,2015-04-17,590000.0,4,3,3100,15842,2,8,2015,7,4
610,2014-12-09,340000.0,2,2,1100,1760,3,7,2014,4,12
611,2014-11-05,650000.0,3,2,1870,3388,1,8,2014,5,11
612,2014-09-25,533600.0,3,2,1930,5080,2,8,2014,5,9
613,2014-06-10,695000.0,3,2,2540,4694,2,9,2014,5,6
614,2014-06-17,242000.0,3,1,1280,7524,1,7,2014,4,6
615,2015-01-14,425000.0,3,2,1820,8814,1,7,2015,5,1
616,2015-05-06,525000.0,3,2,1490,9414,2,7,2015,5,5
617,2014-09-22,485000.0,3,2,1880,5502,2,8,2014,5,9
618,2015-01-13,175000.0,3,1,1250,9775,1,7,2015,4,1
619,2014-06-19,210000.0,3,2,1440,7210,1,8,2014,5,6
620,2015-04-15,260000.0,3,2,1920,7415,2,7,2015,5,4
621,2014-06-23,577000.0,3,2,2060,5750,1,7,2014,5,6
622,2014-10-21,200000.0,3,1,1210,10588,1,7,2014,4,10
623,2015-02-25,605000.0,2,1,1760,5000,1,7,2015,3,2
624,2014-05-21,325000.0,3,1,990,6750,1,6,2014,4,5
625,2014-08-14,289500.0,3,1,960,6400,1,6,2014,4,8
626,2014-08-08,559950.0,3,2,1660,1458,3,9,2014,5,8
627,2015-04-06,1042500.0,3,1,1900,9375,1,8,2015,4,4
628,2014-10-09,543500.0,3,2,1270,2790,1,7,2014,5,10
629,2014-05-22,480000.0,4,2,3250,34293,2,9,2014,6,5
630,2014-05-23,218000.0,3,1,960,9633,1,6,2014,4,5
631,2014-06-22,565000.0,2,1,1330,6000,1,7,2014,3,6
632,2014-12-12,426700.0,3,1,2080,7700,1,7,2014,4,12
633,2014-09-12,650000.0,3,2,2690,11575,1,8,2014,5,9
634,2014-09-24,542000.0,2,1,890,3060,1,7,2014,3,9
635,2014-06-24,415000.0,3,1,1070,8000,1,7,2014,4,6
636,2014-08-15,214000.0,3,1,1200,8316,1,6,2014,4,8
637,2015-01-21,245000.0,3,1,1360,8910,2,7,2015,4,1
638,2014-07-01,314500.0,3,2,2050,13303,1,8,2014,5,7
639,2015-04-09,1120000.0,3,1,3000,5750,2,9,2015,4,4
640,2015-03-03,378000.0,2,2,1300,3850,1,7,2015,4,3
641,2014-07-28,305000.0,4,2,2250,9091,1,7,2014,6,7
642,2015-03-20,595000.0,5,2,3740,6750,1,8,2015,7,3
643,2015-05-12,729500.0,3,2,1660,1091,3,9,2015,5,5
644,2014-09-30,430000.0,3,2,2360,6699,2,7,2014,5,9
645,2015-04-09,240000.0,3,1,1760,6500,1,7,2015,4,4
646,2015-03-20,545000.0,3,1,1680,6200,1,7,2015,4,3
647,2014-07-07,530000.0,3,1,1320,2500,1,7,2014,4,7
648,2014-11-18,157000.0,1,1,870,26326,1,6,2014,2,11
649,2015-04-07,425000.0,4,1,1260,7645,1,6,2015,5,4
650,2014-11-17,220000.0,3,1,1000,6020,1,6,2014,4,11
651,2014-11-24,521000.0,4,1,2020,36400,1,8,2014,5,11
652,2014-05-23,325000.0,3,1,1920,6862,1,7,2014,4,5
653,2015-04-03,597500.0,3,2,2150,5400,1,7,2015,5,4
654,2014-07-23,337000.0,3,2,1470,3976,2,7,2014,5,7
655,2015-04-22,1000000.0,3,2,3180,10492,2,10,2015,5,4
656,2014-11-20,3070000.0,3,2,3930,55867,1,8,2014,5,11
657,2014-05-07,495000.0,3,1,990,6000,1,6,2014,4,5
658,2015-01-02,748000.0,4,3,2770,3330,2,8,2015,7,1
659,2014-09-02,888000.0,3,1,1250,8710,1,7,2014,4,9
660,2015-03-24,269900.0,3,1,1140,22267,1,7,2015,4,3
661,2014-11-13,496500.0,4,2,2250,14440,1,7,2014,6,11
662,2015-01-21,475000.0,3,2,1640,5097,2,7,2015,5,1
663,2014-05-27,312000.0,3,1,1255,1374,3,7,2014,4,5
664,2014-11-24,323000.0,3,1,1290,12231,1,7,2014,4,11
665,2014-11-24,331000.0,3,1,1300,9079,1,7,2014,4,11
666,2014-05-14,306000.0,3,1,1220,1086,3,8,2014,4,5
667,2014-09-30,655000.0,4,2,2630,4000,3,8,2014,6,9
668,2014-07-09,290000.0,3,1,1950,15954,1,8,2014,4,7
669,2014-08-02,1250000.0,4,3,3160,5000,2,9,2014,7,8
670,2014-06-16,460000.0,3,1,1550,4708,1,7,2014,4,6
671,2014-09-12,435000.0,4,2,1700,6380,1,7,2014,6,9
672,2015-03-16,664000.0,4,2,2510,11880,1,8,2015,6,3
673,2014-07-29,865000.0,4,1,1800,4180,2,8,2014,5,7
674,2014-08-13,385000.0,3,1,1800,18000,1,8,2014,4,8
675,2014-07-18,497000.0,3,2,1870,9315,1,7,2014,5,7
676,2014-06-23,280000.0,2,1,1010,3000,1,7,2014,3,6
677,2015-01-27,188000.0,2,1,1120,17487,1,6,2015,3,1
678,2014-09-30,478500.0,3,1,2090,4755,1,8,2014,4,9
679,2014-07-31,1145000.0,4,3,4370,18361,2,11,2014,7,7
680,2014-08-15,222000.0,3,2,1440,7187,1,7,2014,5,8
681,2014-05-28,799000.0,4,3,2580,209523,2,8,2014,7,5
682,2014-06-09,609900.0,4,2,3190,7399,2,10,2014,6,6
683,2014-10-16,413000.0,4,3,2380,5809,2,7,2014,7,10
684,2014-10-13,400000.0,4,1,1420,4875,1,7,2014,5,10
685,2015-01-05,802541.0,5,2,2990,6768,2,9,2015,7,1
686,2014-05-19,320000.0,3,2,2680,7757,2,8,2014,5,5
687,2015-03-11,507000.0,4,2,2730,7649,2,7,2015,6,3
688,2014-09-24,387500.0,3,1,1220,8329,1,6,2014,4,9
689,2015-02-24,396000.0,3,1,1500,12616,1,7,2015,4,2
690,2014-08-21,373000.0,3,1,1830,11788,1,8,2014,4,8
691,2014-09-23,1484900.0,5,2,4570,19252,2,10,2014,7,9
692,2014-07-21,359900.0,4,2,2470,7698,2,8,2014,6,7
693,2015-03-04,410000.0,2,1,800,4342,1,6,2015,3,3
694,2014-07-12,690000.0,4,2,2900,23488,2,9,2014,6,7
695,2014-06-25,245000.0,3,2,1410,5760,1,7,2014,5,6
696,2014-12-29,700000.0,5,2,2830,25958,1,8,2014,7,12
697,2014-09-22,268000.0,4,1,1680,9966,1,7,2014,5,9
698,2014-06-10,225000.0,3,1,1760,26055,1,7,2014,4,6
699,2014-10-09,980000.0,4,2,2240,11034,2,8,2014,6,10
700,2015-04-07,795000.0,2,1,1380,5000,1,5,2015,3,4
701,2015-05-04,195000.0,2,1,820,5100,1,6,2015,3,5
702,2014-11-03,480000.0,4,2,2180,10575,1,6,2014,6,11
703,2014-12-19,485000.0,4,2,1400,3600,1,7,2014,6,12
704,2014-08-15,130000.0,2,1,880,9000,1,5,2014,3,8
705,2014-08-04,325000.0,2,1,1060,5703,1,6,2014,3,8
706,2015-04-13,440000.0,3,1,1530,7245,1,7,2015,4,4
707,2014-10-14,550000.0,4,1,2480,14782,1,8,2014,5,10
708,2014-08-05,310000.0,3,1,1490,7150,1,6,2014,4,8
709,2014-07-01,530000.0,3,2,3660,39478,2,9,2014,5,7
710,2014-06-25,390000.0,4,2,2340,8548,2,8,2014,6,6
711,2014-09-08,243000.0,3,1,1450,12125,1,7,2014,4,9
712,2014-07-22,639000.0,4,2,2210,9875,2,9,2014,6,7
713,2014-09-18,215000.0,4,1,1130,7400,1,7,2014,5,9
714,2015-03-04,405000.0,5,1,1550,10500,1,7,2015,6,3
715,2014-12-22,250000.0,4,1,1710,7140,1,7,2014,5,12
716,2014-07-15,405500.0,3,1,1010,8108,1,7,2014,4,7
717,2014-07-28,452000.0,6,2,2660,13579,2,7,2014,8,7
718,2015-01-02,730000.0,6,2,2660,13579,2,7,2015,8,1
719,2015-04-14,267000.0,3,2,1300,9644,1,7,2015,5,4
720,2014-08-08,289950.0,3,2,1670,6186,2,7,2014,5,8
721,2014-07-28,565000.0,2,1,960,4080,1,7,2014,3,7
722,2014-08-08,1578000.0,4,3,4670,51836,2,12,2014,7,8
723,2015-04-20,636000.0,3,2,2140,2770,2,8,2015,5,4
724,2014-09-18,350000.0,5,3,2520,5500,1,8,2014,8,9
725,2014-06-04,320000.0,3,1,1650,9380,1,7,2014,4,6
726,2014-06-13,210000.0,2,1,1440,5680,1,8,2014,3,6
727,2014-09-10,245000.0,2,1,1050,5900,1,7,2014,3,9
728,2014-11-06,328000.0,3,1,1470,7650,1,7,2014,4,11
729,2014-05-09,985000.0,4,2,4230,37769,2,11,2014,6,5
730,2014-06-12,501000.0,3,1,1970,7972,1,8,2014,4,6
731,2014-09-17,315000.0,3,2,1540,17424,2,7,2014,5,9
732,2014-05-08,403000.0,3,2,2090,8354,2,8,2014,5,5
733,2014-07-15,550000.0,3,2,2380,17950,2,8,2014,5,7
734,2015-01-13,347500.0,4,2,2156,3562,2,9,2015,6,1
735,2014-10-06,365000.0,4,2,2070,8893,2,8,2014,6,10
736,2015-02-24,588000.0,3,1,1910,8167,1,8,2015,4,2
737,2014-08-20,605000.0,3,1,1920,7400,1,8,2014,4,8
738,2014-11-13,1300000.0,3,3,3400,5979,2,9,2014,6,11
739,2014-11-19,233000.0,3,2,1400,9177,1,7,2014,5,11
740,2014-07-28,360000.0,4,2,2210,17715,2,8,2014,6,7
741,2014-12-15,459000.0,2,1,1170,4887,1,6,2014,3,12
742,2014-11-07,740000.0,3,2,2100,72745,1,9,2014,5,11
743,2014-09-17,305000.0,3,1,1160,9750,1,7,2014,4,9
744,2014-06-20,395000.0,3,1,1500,4000,1,6,2014,4,6
745,2015-01-23,560000.0,4,2,2940,6000,2,8,2015,6,1
746,2014-07-14,650000.0,4,1,2010,5070,1,7,2014,5,7
747,2014-06-05,449950.0,3,2,2170,4912,2,7,2014,5,6
748,2015-02-24,517500.0,3,1,1430,5200,1,7,2015,4,2
749,2014-09-03,435000.0,4,1,1510,6460,1,7,2014,5,9
750,2015-04-09,329999.0,3,1,1150,6908,1,6,2015,4,4
751,2014-12-10,950000.0,3,1,2150,4200,1,8,2014,4,12
752,2014-07-30,447000.0,3,1,1370,6001,1,7,2014,4,7
753,2014-08-28,699800.0,2,2,2380,6600,1,8,2014,4,8
754,2014-06-03,850000.0,3,1,1370,3850,1,7,2014,4,6
755,2014-09-02,316500.0,3,1,1600,14250,1,7,2014,4,9
756,2014-07-15,942500.0,5,3,3750,9612,1,9,2014,8,7
757,2015-01-21,1310000.0,2,2,3950,3938,2,10,2015,4,1
758,2015-02-02,856600.0,4,2,2400,13430,1,9,2015,6,2
759,2014-10-24,405600.0,5,1,2830,4000,2,8,2014,6,10
760,2014-05-29,565000.0,4,2,2440,22594,2,8,2014,6,5
761,2014-09-11,400000.0,3,2,1190,1149,2,8,2014,5,9
762,2015-03-24,330000.0,3,2,1400,218252,1,7,2015,5,3
763,2015-02-27,374950.0,4,2,2730,4683,2,7,2015,6,2
764,2014-12-17,405300.0,3,2,2390,7939,1,7,2014,5,12
765,2014-11-04,560000.0,3,2,2060,31400,2,8,2014,5,11
766,2015-03-24,824000.0,4,2,2490,9864,1,8,2015,6,3
767,2014-07-16,260000.0,3,1,1100,10968,1,7,2014,4,7
768,2015-01-07,760000.0,4,2,2430,6099,1,8,2015,6,1
769,2014-06-24,405000.0,3,2,3170,12750,2,10,2014,5,6
770,2014-06-19,429900.0,4,2,2640,8625,2,8,2014,6,6
771,2014-11-13,341500.0,3,1,1130,7223,1,7,2014,4,11
772,2014-06-12,465250.0,5,2,1940,7642,1,7,2014,7,6
773,2014-05-06,450000.0,2,2,1100,3000,1,7,2014,4,5
774,2015-02-09,390000.0,3,1,1200,10800,1,7,2015,4,2
775,2014-05-02,420000.0,3,2,2000,8030,1,8,2014,5,5
776,2014-06-15,269950.0,3,2,1890,4838,2,8,2014,5,6
777,2014-10-16,493000.0,4,2,1910,2874,1,7,2014,6,10
778,2014-05-15,370000.0,4,2,2710,5880,2,9,2014,6,5
779,2014-06-12,2250000.0,5,4,4860,9453,1,10,2014,9,6
780,2015-02-25,305000.0,3,1,1250,23680,1,7,2015,4,2
781,2014-06-12,400000.0,3,1,1590,8219,1,6,2014,4,6
782,2014-11-18,320000.0,3,1,1240,1221,2,8,2014,4,11
783,2015-01-21,715000.0,4,1,2000,4800,2,7,2015,5,1
784,2014-12-02,650000.0,6,2,3610,10003,1,8,2014,8,12
785,2015-03-04,218000.0,5,1,1930,8040,1,8,2015,6,3
786,2015-04-15,500000.0,2,1,1280,5400,1,7,2015,3,4
787,2014-11-20,460000.0,4,2,2090,40419,1,7,2014,6,11
788,2014-07-09,232500.0,3,1,1940,9887,1,7,2014,4,7
789,2014-05-16,408200.0,3,2,1800,5761,2,7,2014,5,5
790,2014-06-11,522000.0,3,1,1730,8400,1,7,2014,4,6
791,2014-06-23,675000.0,4,2,2810,11120,2,9,2014,6,6
792,2014-07-09,1355000.0,4,3,3550,11000,1,11,2014,7,7
793,2014-10-09,249950.0,4,1,1330,7980,1,6,2014,5,10
794,2015-03-04,210000.0,2,1,750,34133,1,6,2015,3,3
